experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260507_152142_228b27,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-zone,0.548,none,False,0.0926,False,none,0.65,52.574,14.229,66.802,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,12,technician,91.332,36.971,96.632,1.308,Radiology-zone,0.464,none,False,0.1024,False,none,0.65,50.725,13.232,63.957,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,13,physician,88.941,36.648,96.772,1.19,ICU-zone,0.426,none,False,0.1586,False,none,0.65,57.213,15.707,72.92,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,14,technician,94.191,36.877,95.921,1.608,Surgery-zone,0.452,none,False,0.1937,False,none,0.65,59.546,15.263,74.81,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,15,physician,85.881,37.036,95.21,1.12,ICU-zone,0.558,none,False,0.1784,False,none,0.65,48.481,16.909,65.39,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,16,physician,89.033,36.972,95.054,1.88,Ward-A-zone,0.539,none,False,0.1511,False,none,0.65,60.473,16.766,77.238,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,17,porter,96.655,36.821,94.773,1.156,Surgery-zone,0.595,none,False,0.2261,False,none,0.65,65.552,17.989,83.54,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,18,physician,110.646,36.984,95.342,1.933,Radiology-zone,0.742,none,False,0.2379,False,none,0.65,66.534,13.095,79.63,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,True,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,19,nurse,86.766,37.174,95.363,0.627,Surgery-zone,0.243,none,False,0.1689,False,none,0.65,49.926,14.975,64.901,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,0,0.0,20,technician,73.434,35.852,89.443,0.0,Surgery-zone,0.458,none,False,0.3007,False,none,0.65,50.55,17.959,68.509,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,True,0.01375,True,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,1,nurse,77.3,37.002,97.676,0.903,Pharmacy-zone,0.289,none,False,0.0683,False,none,0.65,64.529,13.339,77.868,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,2,porter,95.742,36.711,97.19,1.761,Ward-B-zone,0.647,none,False,0.1526,False,none,0.65,39.053,14.16,53.213,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,3,technician,91.864,37.084,95.445,1.588,Ward-A-zone,0.759,none,False,0.1563,False,none,0.65,62.238,16.038,78.276,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,4,porter,108.445,37.028,95.666,2.315,Surgery-zone,0.721,none,False,0.3143,False,none,0.65,56.211,14.065,70.276,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,5,technician,93.41,37.408,95.952,1.86,Emergency-zone,0.423,none,False,0.2399,False,none,0.65,55.183,14.016,69.199,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,6,porter,104.226,36.882,95.281,2.047,Emergency-zone,0.979,none,False,0.3067,False,none,0.65,57.142,17.631,74.774,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,7,porter,98.261,36.769,96.632,1.315,Pharmacy-zone,0.615,none,False,0.1371,False,none,0.65,41.74,13.295,55.035,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,8,porter,97.389,36.9,96.771,2.246,Emergency-zone,0.598,none,False,0.0,False,no_assessment_packet_loss,0.65,54.496,0.0,54.496,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,9,technician,84.141,36.792,97.669,1.384,Ward-A-zone,0.312,none,False,0.0697,False,none,0.65,50.16,19.429,69.589,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,10,nurse,96.243,37.087,96.943,1.241,Pharmacy-zone,0.58,none,False,0.1353,False,none,0.65,34.546,16.795,51.341,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,11,cleaning_staff,90.1,36.623,95.0,1.057,Emergency-zone,0.354,none,False,0.1813,False,none,0.65,56.071,14.793,70.864,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,12,technician,88.016,37.006,96.69,0.753,Radiology-zone,0.345,none,False,0.0,False,no_assessment_packet_loss,0.65,59.615,0.0,59.615,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,13,physician,86.354,36.6,96.665,0.948,ICU-zone,0.292,none,False,0.1404,False,none,0.65,51.68,15.712,67.392,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,14,technician,98.884,36.908,95.862,2.209,Radiology-zone,0.621,none,False,0.193,False,none,0.65,55.692,12.996,68.689,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,15,physician,83.708,37.009,95.165,1.034,ICU-zone,0.431,none,False,0.1653,False,none,0.65,48.679,17.196,65.875,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,16,physician,90.719,36.969,94.992,0.993,Radiology-zone,0.554,none,False,0.1299,False,none,0.65,59.411,15.419,74.829,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,17,porter,115.309,36.821,93.341,5.034,Surgery-zone,0.733,fall,True,0.5079,False,none,0.65,51.216,17.459,68.675,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,18,physician,102.418,36.86,95.169,1.405,Radiology-zone,0.403,none,False,0.1574,False,none,0.65,39.855,15.952,55.806,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,19,nurse,88.369,37.167,95.312,1.259,Surgery-zone,0.302,none,False,0.1792,False,none,0.65,53.559,12.889,66.448,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,1,1.0,20,technician,95.71,36.925,94.66,0.994,Surgery-zone,0.425,none,False,0.214,False,none,0.65,60.386,17.14,77.527,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,1,nurse,74.85,36.974,97.478,1.125,Pharmacy-zone,0.179,none,False,0.0608,False,none,0.65,65.687,15.808,81.495,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,2,porter,89.226,36.622,97.096,0.875,Pharmacy-zone,0.42,none,False,0.092,False,none,0.65,62.604,18.398,81.002,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,3,technician,87.783,37.044,95.328,1.651,Ward-A-zone,0.599,none,False,0.1341,False,none,0.65,52.014,15.598,67.613,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,4,porter,101.615,36.919,95.492,1.696,Surgery-zone,0.475,none,False,0.237,False,none,0.65,59.839,16.417,76.255,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,5,technician,115.008,37.867,94.695,0.552,Emergency-zone,0.435,none,False,0.3591,False,none,0.65,63.202,18.162,81.363,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,True,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,6,porter,95.89,36.812,95.481,1.105,Emergency-zone,0.631,none,False,0.2092,False,none,0.65,58.817,17.78,76.597,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,7,porter,98.273,36.769,96.334,0.874,Radiology-zone,0.612,none,False,0.137,False,none,0.65,55.742,14.113,69.855,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,8,porter,99.323,36.943,96.878,1.106,Emergency-zone,0.671,none,False,0.2119,False,none,0.65,55.69,15.998,71.688,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,9,technician,82.038,36.754,97.784,1.146,Ward-A-zone,0.244,none,False,0.0652,False,none,0.65,54.011,17.059,71.07,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,10,nurse,102.024,37.203,96.759,1.703,Pharmacy-zone,0.825,none,False,0.2013,False,none,0.65,55.723,15.496,71.219,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,11,cleaning_staff,91.69,36.707,94.714,0.732,Emergency-zone,0.417,none,False,0.1979,False,none,0.65,53.947,17.092,71.039,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,12,technician,88.485,36.995,96.599,1.005,Radiology-zone,0.359,none,False,0.0853,False,none,0.65,51.012,16.113,67.126,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,13,physician,92.611,36.691,96.619,2.417,ICU-zone,0.509,none,False,0.2399,False,none,0.65,53.949,17.15,71.099,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,14,technician,98.908,36.932,95.819,1.101,Radiology-zone,0.616,none,False,0.1437,False,none,0.65,42.963,16.858,59.82,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,15,physician,86.639,37.02,95.275,1.413,ICU-zone,0.569,none,False,0.1796,False,none,0.65,55.504,14.113,69.618,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,16,physician,92.187,37.003,94.756,1.329,Radiology-zone,0.638,none,False,0.1467,False,none,0.65,54.009,14.575,68.584,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,17,porter,91.303,36.751,95.014,1.251,Surgery-zone,0.379,none,False,0.1869,False,none,0.65,43.484,17.094,60.578,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,18,physician,104.879,36.928,95.216,1.69,Radiology-zone,0.508,none,False,0.1897,False,none,0.65,51.157,15.968,67.124,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,19,nurse,91.17,37.23,95.224,1.336,Surgery-zone,0.414,none,False,0.2044,False,none,0.65,56.177,18.181,74.358,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,2,2.0,20,technician,96.54,36.936,94.635,1.451,Surgery-zone,0.393,none,False,0.2185,False,none,0.65,30.255,17.204,47.459,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,3,3.0,1,nurse,69.225,36.307,100.0,0.461,Pharmacy-zone,0.059,none,False,0.0528,False,none,0.65,54.748,13.571,68.319,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,True,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
