experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260511_163907_fcada4,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-R13,0.548,none,False,0.0756,False,none,0.65,54.574,12.729,67.302,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,12,technician,91.939,37.072,96.586,1.95,Radiology-R04,0.534,none,False,0.135,False,none,0.65,66.1,15.678,81.779,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,13,physician,91.638,36.689,96.477,1.64,ICU-R05,0.518,none,False,0.1762,False,none,0.65,61.959,16.302,78.261,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,14,technician,99.092,36.893,95.794,0.96,Radiology-R15,0.623,none,False,0.1307,False,none,0.65,47.59,15.424,63.014,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,15,physician,86.318,37.036,95.416,0.615,ICU-R12,0.555,none,False,0.1613,False,none,0.65,50.971,15.537,66.508,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,16,physician,87.213,36.949,95.068,1.48,Radiology-R08,0.42,none,False,0.0955,False,none,0.65,54.48,14.55,69.03,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,17,porter,93.631,36.801,94.787,1.009,Surgery-R05,0.474,none,False,0.1947,False,none,0.65,62.435,10.793,73.228,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,18,physician,105.259,36.86,95.002,1.336,Radiology-R01,0.527,none,False,0.1661,False,none,0.65,59.894,14.909,74.802,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,19,nurse,93.074,37.266,95.234,1.545,Surgery-R05,0.49,none,False,0.2167,False,none,0.65,54.263,15.842,70.105,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,0,0.0,20,technician,94.745,37.148,92.222,0.176,Surgery-R13,0.192,high_fatigue,True,0.2554,False,none,0.65,55.147,14.984,70.131,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,1,nurse,72.672,36.913,97.692,0.303,Pharmacy-R13,0.127,none,False,0.0389,False,none,0.65,58.843,11.138,69.981,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,2,porter,93.856,36.717,97.209,1.273,Pharmacy-R07,0.617,none,False,0.1059,False,none,0.65,66.265,14.137,80.402,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,3,technician,91.733,37.118,95.542,1.612,Ward-A-R03,0.754,none,False,0.1434,False,none,0.65,64.31,15.428,79.738,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,4,porter,96.924,36.865,95.707,0.337,Surgery-R02,0.296,none,False,0.1719,False,none,0.65,58.482,16.038,74.52,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,5,technician,97.204,37.545,95.855,1.056,Emergency-R09,0.585,none,False,0.2399,False,none,0.65,60.346,15.661,76.007,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,6,porter,97.771,36.793,95.381,2.018,Emergency-R01,0.747,none,False,0.2543,False,none,0.65,53.015,16.59,69.606,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,7,porter,96.166,37.286,94.273,0.814,Radiology-R12,0.391,none,False,0.1672,False,none,0.65,43.212,16.382,59.594,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,8,porter,96.418,36.89,96.914,1.044,Pharmacy-R12,0.547,none,False,0.1105,False,none,0.65,57.766,13.903,71.669,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,9,technician,80.537,36.802,97.533,1.092,Ward-A-R13,0.206,none,False,0.0444,False,none,0.65,57.681,15.207,72.888,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,10,nurse,101.358,37.204,96.801,1.971,Pharmacy-R13,0.778,none,False,0.2004,False,none,0.65,53.243,13.022,66.266,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,11,cleaning_staff,91.546,36.691,94.969,1.208,Emergency-R11,0.425,none,False,0.1791,False,none,0.65,57.204,13.001,70.204,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,12,technician,87.887,36.984,96.741,1.455,Radiology-R07,0.32,none,False,0.0666,False,none,0.65,53.35,12.447,65.797,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,13,physician,91.013,36.696,96.767,1.814,Ward-B-R12,0.494,none,False,0.1134,False,none,0.65,51.535,15.831,67.366,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,14,technician,100.848,36.963,95.894,1.356,Radiology-R15,0.689,none,False,0.1393,False,none,0.65,47.426,13.187,60.612,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,15,physician,86.686,37.084,95.264,1.48,ICU-R01,0.568,none,False,0.1768,False,none,0.65,50.743,17.525,68.268,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,16,physician,82.439,36.868,94.871,1.435,Radiology-R09,0.199,none,False,0.0738,False,none,0.65,46.793,16.198,62.991,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,17,porter,96.444,36.837,94.505,1.303,Surgery-R14,0.584,none,False,0.2196,False,none,0.65,70.483,15.975,86.457,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,18,physician,108.541,37.509,92.874,1.471,Radiology-R14,0.349,high_fatigue,True,0.2693,False,none,0.65,51.518,13.372,64.891,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,19,nurse,95.245,37.277,95.222,1.467,Surgery-R14,0.535,none,False,0.2242,False,none,0.65,60.701,13.798,74.499,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,1,1.0,20,technician,94.336,36.856,94.63,1.318,Surgery-R03,0.31,none,False,0.1896,False,none,0.65,37.686,12.873,50.559,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,1,nurse,74.395,36.921,97.538,1.26,Pharmacy-R01,0.175,none,False,0.0422,False,none,0.65,48.415,14.773,63.188,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,2,porter,93.251,36.698,96.948,1.405,Pharmacy-R08,0.566,none,False,0.1004,False,none,0.65,54.931,12.954,67.885,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,3,technician,64.171,37.856,99.471,1.092,Pharmacy-R05,0.742,none,False,0.1609,False,none,0.65,57.925,11.56,69.485,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,4,porter,103.856,36.973,95.549,1.601,Surgery-R03,0.499,none,False,0.2285,False,none,0.65,53.306,17.072,70.378,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,5,technician,96.804,37.509,95.912,1.627,Pharmacy-R01,0.56,none,False,0.1765,False,none,0.65,41.431,18.164,59.595,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,6,porter,100.785,36.842,95.265,1.824,Emergency-R12,0.83,none,False,0.2616,False,none,0.65,45.279,16.588,61.867,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,7,porter,110.582,37.574,96.617,0.762,Radiology-R08,0.601,none,False,0.2195,False,none,0.65,59.79,16.791,76.581,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,8,porter,100.745,36.981,96.62,1.689,Emergency-R14,0.705,none,False,0.226,False,none,0.65,54.083,13.544,67.627,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,9,technician,84.638,36.804,97.688,1.206,Ward-A-R08,0.346,none,False,0.0542,False,none,0.65,58.246,14.858,73.104,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,10,nurse,97.653,37.168,97.0,1.947,Pharmacy-R11,0.679,none,False,0.1749,False,none,0.65,48.545,14.128,62.673,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,11,cleaning_staff,91.103,36.667,94.919,1.838,Emergency-R13,0.389,none,False,0.2043,False,none,0.65,50.042,16.617,66.659,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,12,technician,93.308,37.083,96.314,1.36,Radiology-R03,0.528,none,False,0.1053,False,none,0.65,55.233,12.116,67.348,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,13,physician,89.417,36.644,96.645,1.139,ICU-R02,0.395,none,False,0.144,False,none,0.65,40.031,14.744,54.775,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,14,technician,99.893,36.92,95.828,1.151,Radiology-R07,0.649,none,False,0.1347,False,none,0.65,42.068,14.877,56.945,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,15,physician,88.065,37.089,95.065,1.224,ICU-R02,0.608,none,False,0.1849,False,none,0.65,54.52,14.349,68.87,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,16,physician,89.221,37.001,95.0,0.904,Radiology-R03,0.497,none,False,0.105,False,none,0.65,67.19,14.164,81.355,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,17,porter,96.359,36.866,94.695,1.219,Surgery-R13,0.577,none,False,0.2142,False,none,0.65,56.306,18.095,74.4,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,18,physician,108.161,36.967,95.185,1.117,Radiology-R14,0.653,none,False,0.1812,False,none,0.65,65.302,8.939,74.241,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,19,nurse,81.967,37.112,95.26,0.049,Surgery-R10,0.05,none,False,0.1319,False,none,0.65,51.828,18.034,69.862,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,2,2.0,20,technician,92.542,36.827,94.64,0.889,Surgery-R12,0.247,none,False,0.1784,False,none,0.65,53.438,12.801,66.238,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,1,nurse,78.253,37.017,97.5,0.881,Pharmacy-R02,0.331,none,False,0.0547,False,none,0.65,61.585,15.462,77.047,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,2,porter,98.666,36.825,97.191,1.606,Pharmacy-R06,0.763,none,False,0.1471,False,none,0.65,58.522,16.448,74.969,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,3,technician,89.026,37.047,95.329,1.341,Ward-A-R07,0.621,none,False,0.109,False,none,0.65,61.75,13.799,75.548,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,4,porter,100.075,36.921,95.575,0.764,Surgery-R14,0.361,none,False,0.1913,False,none,0.65,58.979,10.44,69.418,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,5,technician,94.498,37.451,95.814,1.618,Emergency-R14,0.457,none,False,0.2273,False,none,0.65,55.689,16.155,71.844,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,6,porter,99.557,36.822,95.11,1.929,Emergency-R05,0.784,none,False,0.2644,False,none,0.65,59.2,19.69,78.89,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,7,porter,107.655,37.996,96.186,1.538,Radiology-R13,0.748,none,False,0.2667,False,none,0.65,52.048,12.656,64.704,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,8,porter,98.331,36.945,96.811,1.003,Emergency-R05,0.636,none,False,0.1938,False,none,0.65,57.65,15.021,72.671,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,9,technician,81.842,36.786,97.719,0.377,Ward-A-R15,0.226,none,False,0.0458,False,none,0.65,57.143,17.958,75.101,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,10,nurse,102.667,37.222,96.806,2.181,Pharmacy-R05,0.81,none,False,0.2226,False,none,0.65,44.853,17.775,62.628,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,11,cleaning_staff,87.677,36.622,95.067,0.852,Emergency-R12,0.246,none,False,0.1499,False,none,0.65,47.791,14.328,62.119,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,12,technician,95.315,37.603,94.35,0.916,Radiology-R09,0.253,high_fatigue,True,0.1818,False,none,0.65,55.998,10.161,66.159,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,13,physician,90.056,36.689,96.471,1.191,ICU-R04,0.4,none,False,0.1467,False,none,0.65,57.172,16.196,73.368,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,14,technician,96.7,36.881,95.674,1.857,Radiology-R04,0.536,none,False,0.148,False,none,0.65,47.819,13.977,61.795,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,15,physician,81.958,36.976,95.335,0.374,ICU-R12,0.344,none,False,0.1403,False,none,0.65,56.889,16.509,73.398,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,3,3.0,16,physician,91.062,37.019,94.91,1.402,Radiology-R02,0.565,none,False,0.1205,False,none,0.65,63.76,18.721,82.481,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
