experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260513_180105_90f400,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-zone,0.548,none,False,0.0926,False,none,0.65,54.574,12.729,67.302,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,15,physician,86.318,37.036,95.416,0.615,ICU-zone,0.555,none,False,0.1749,False,none,0.65,50.971,15.537,66.508,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,16,physician,87.213,36.949,95.068,1.48,Radiology-zone,0.42,none,False,0.1117,False,none,0.65,54.48,14.55,69.03,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,17,porter,93.631,36.801,94.787,1.009,Surgery-zone,0.474,none,False,0.2069,False,none,0.65,62.435,10.793,73.228,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,18,physician,105.259,36.86,95.002,1.336,Radiology-zone,0.527,none,False,0.1795,False,none,0.65,59.894,14.909,74.802,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,19,nurse,93.074,37.266,95.234,1.545,Surgery-zone,0.49,none,False,0.2281,False,none,0.65,54.263,15.842,70.105,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,0,0.0,20,technician,94.745,37.148,92.222,0.176,Surgery-zone,0.192,high_fatigue,True,0.2652,False,none,0.65,55.147,14.984,70.131,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,1,nurse,72.672,36.913,97.692,0.303,Pharmacy-zone,0.127,none,False,0.0574,False,none,0.65,58.843,11.138,69.981,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,2,porter,93.856,36.717,97.209,1.273,Pharmacy-zone,0.617,none,False,0.1217,False,none,0.65,66.265,14.137,80.402,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,3,technician,91.733,37.118,95.542,1.612,Ward-A-zone,0.754,none,False,0.1576,False,none,0.65,64.31,15.428,79.738,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,4,porter,96.924,36.865,95.707,0.337,Surgery-zone,0.296,none,False,0.185,False,none,0.65,58.482,16.038,74.52,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,5,technician,97.204,37.545,95.855,1.056,Emergency-zone,0.585,none,False,0.2503,False,none,0.65,60.346,15.661,76.007,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,6,porter,97.771,36.793,95.381,2.018,Emergency-zone,0.747,none,False,0.2641,False,none,0.65,53.015,16.59,69.606,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,7,porter,96.166,37.286,94.273,0.814,Radiology-zone,0.391,none,False,0.1805,False,none,0.65,43.212,16.382,59.594,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,8,porter,96.418,36.89,96.914,1.044,Pharmacy-zone,0.547,none,False,0.126,False,none,0.65,57.766,13.903,71.669,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,9,technician,80.537,36.802,97.533,1.092,Ward-A-zone,0.206,none,False,0.0627,False,none,0.65,57.681,15.207,72.888,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,10,nurse,101.358,37.204,96.801,1.971,Pharmacy-zone,0.778,none,False,0.2124,False,none,0.65,53.243,13.022,66.266,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,11,cleaning_staff,91.546,36.691,94.969,1.208,Emergency-zone,0.425,none,False,0.1919,False,none,0.65,57.204,13.001,70.204,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,12,technician,87.887,36.984,96.741,1.455,Radiology-zone,0.32,none,False,0.0839,False,none,0.65,53.35,12.447,65.797,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,13,physician,91.013,36.696,96.767,1.814,Ward-B-zone,0.494,none,False,0.1288,False,none,0.65,51.535,15.831,67.366,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,14,technician,100.848,36.963,95.894,1.356,Radiology-zone,0.689,none,False,0.1537,False,none,0.65,47.426,13.187,60.612,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,15,physician,86.686,37.084,95.264,1.48,ICU-zone,0.568,none,False,0.0,False,no_assessment_packet_loss,0.65,50.743,0.0,50.743,True,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,16,physician,86.344,36.993,94.98,0.217,Radiology-zone,0.364,none,False,0.102,False,none,0.65,54.181,11.811,65.992,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,17,porter,102.234,36.899,94.686,1.75,Surgery-zone,0.809,none,False,0.2839,False,none,0.65,52.576,12.593,65.169,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,18,physician,107.327,36.959,95.062,1.122,Radiology-zone,0.621,none,False,0.1917,False,none,0.65,52.961,15.764,68.725,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,19,nurse,83.791,37.109,95.213,1.073,Surgery-zone,0.127,none,False,0.1527,False,none,0.65,74.761,16.434,91.194,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,1,1.0,20,technician,98.963,36.929,94.678,1.179,Surgery-zone,0.517,none,False,0.2313,False,none,0.65,58.213,13.147,71.359,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,1,nurse,70.885,36.896,97.746,0.327,Laboratory-zone,0.05,none,False,0.0522,False,none,0.65,64.093,14.357,78.45,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,2,porter,96.108,36.767,97.056,1.779,Pharmacy-zone,0.688,none,False,0.1578,False,none,0.65,61.186,17.056,78.242,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,3,technician,86.628,37.011,95.461,0.988,Ward-A-zone,0.529,none,False,0.1037,False,none,0.65,56.166,15.116,71.282,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,4,porter,104.447,37.013,95.701,0.824,Surgery-zone,0.583,none,False,0.2323,False,none,0.65,56.492,14.057,70.549,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,5,technician,93.589,37.491,96.106,1.166,Emergency-zone,0.459,none,False,0.2208,False,none,0.65,60.817,16.28,77.097,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,6,porter,97.101,36.786,95.141,1.009,Emergency-zone,0.708,none,False,0.2266,False,none,0.65,66.574,15.206,81.779,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,7,porter,97.894,36.783,96.481,1.532,Radiology-zone,0.619,none,False,0.1442,False,none,0.65,57.69,14.498,72.188,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,8,porter,95.41,36.849,96.717,1.523,Emergency-zone,0.514,none,False,0.195,False,none,0.65,63.907,15.489,79.396,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,9,technician,89.747,36.873,97.607,1.759,ICU-zone,0.549,none,False,0.1918,False,none,0.65,57.723,13.996,71.719,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,10,nurse,99.749,37.208,96.636,1.164,Pharmacy-zone,0.726,none,False,0.1683,False,none,0.65,55.947,15.592,71.539,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,11,cleaning_staff,87.21,36.596,94.902,0.852,Emergency-zone,0.249,none,False,0.1663,False,none,0.65,53.012,14.613,67.626,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,12,technician,93.785,37.062,96.672,2.457,Radiology-zone,0.538,none,False,0.1868,False,none,0.65,55.949,15.65,71.599,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,13,physician,92.633,36.718,96.49,1.003,ICU-zone,0.545,none,False,0.1797,False,none,0.65,44.963,15.358,60.32,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,14,technician,98.909,36.892,95.804,1.488,Radiology-zone,0.623,none,False,0.15,False,none,0.65,57.504,12.613,70.118,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,15,physician,88.019,37.048,95.142,1.319,ICU-zone,0.631,none,False,0.1935,False,none,0.65,56.009,13.075,69.084,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,16,physician,84.554,36.922,95.225,1.147,Radiology-zone,0.305,none,False,0.0875,False,none,0.65,45.484,15.594,61.078,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,17,porter,94.575,36.825,94.827,1.663,Surgery-zone,0.488,none,False,0.2265,False,none,0.65,53.157,14.468,67.624,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,18,physician,105.735,36.916,95.123,1.543,Radiology-zone,0.562,none,False,0.1894,False,none,0.65,58.177,16.681,74.858,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,19,nurse,92.649,37.272,95.237,1.546,Surgery-zone,0.46,none,False,0.225,False,none,0.65,32.255,15.704,47.959,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,2,2.0,20,technician,89.535,36.247,98.197,0.697,Surgery-zone,0.228,none,False,0.1474,False,none,0.65,56.748,12.071,68.819,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,1,nurse,75.289,36.933,97.385,0.966,Pharmacy-zone,0.186,none,False,0.0613,False,none,0.65,44.365,15.259,59.624,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,2,porter,97.58,36.804,96.982,1.838,Pharmacy-zone,0.735,none,False,0.1698,False,none,0.65,70.055,16.334,86.389,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,3,technician,91.432,37.067,95.183,1.917,Ward-A-zone,0.724,none,False,0.1772,False,none,0.65,58.422,15.558,73.979,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,4,porter,107.153,37.008,95.341,1.35,Surgery-zone,0.66,none,False,0.2551,False,none,0.65,60.658,16.032,76.69,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,5,technician,92.915,37.431,96.029,0.446,Emergency-zone,0.414,none,False,0.0,False,no_assessment_packet_loss,0.65,51.697,0.0,51.697,True,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,6,porter,95.008,36.754,95.431,1.74,Emergency-zone,0.6,none,False,0.2261,False,none,0.65,48.826,15.675,64.501,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,3,3.0,7,porter,97.779,36.735,96.686,1.407,Radiology-zone,0.547,none,False,0.1313,False,none,0.65,56.647,13.887,70.534,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
