experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260511_163923_da6d25,1,0,0.0,1,nurse,83.315,37.029,97.447,1.491,Pharmacy-zone,0.548,none,False,0.1579,False,none,0.65,42.969,19.821,62.79,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,12,technician,93.05,37.094,96.434,1.346,Pharmacy-zone,0.531,none,False,0.114,False,none,0.65,57.764,19.801,77.565,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,13,physician,90.367,36.652,96.585,1.414,ICU-zone,0.447,none,False,0.0642,False,none,0.65,58.108,18.85,76.958,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,14,technician,96.055,36.841,95.795,1.253,Radiology-zone,0.481,none,False,0.1434,False,none,0.65,32.773,20.664,53.437,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,15,physician,84.658,37.013,95.473,1.494,ICU-zone,0.509,none,False,0.1121,False,none,0.65,40.882,20.759,61.641,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,16,physician,91.53,37.031,94.924,1.921,Radiology-zone,0.62,none,False,0.1798,False,none,0.65,65.02,20.209,85.23,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,True,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,17,porter,98.653,36.848,94.578,1.325,Surgery-zone,0.674,none,False,0.1942,False,none,0.65,59.792,18.998,78.79,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,18,physician,112.793,37.015,94.781,1.771,Radiology-zone,0.832,none,False,0.2316,False,none,0.65,42.315,21.472,63.787,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,19,nurse,91.104,37.23,95.322,1.069,Surgery-zone,0.386,none,False,0.1244,False,none,0.65,55.9,20.121,76.021,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,0,0.0,20,technician,97.369,36.88,94.601,1.436,Surgery-zone,0.441,none,False,0.0915,False,none,0.65,39.294,16.255,55.549,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,1,nurse,82.428,37.063,97.265,1.421,Pharmacy-zone,0.489,none,False,0.1023,False,none,0.65,58.437,21.932,80.368,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,2,porter,94.72,36.751,97.224,2.0,Pharmacy-zone,0.637,none,False,0.1522,False,none,0.65,46.944,15.887,62.831,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,3,technician,89.927,37.06,95.342,1.489,Ward-A-zone,0.687,none,False,0.1501,False,none,0.65,48.797,17.482,66.28,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,4,porter,102.902,36.939,95.621,1.009,Surgery-zone,0.493,none,False,0.1593,False,none,0.65,44.056,21.756,65.812,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,5,technician,86.311,37.341,96.033,0.484,Emergency-zone,0.169,none,False,0.102,False,none,0.65,65.824,16.698,82.522,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,6,porter,97.198,36.825,95.301,1.793,Emergency-zone,0.765,none,False,0.204,False,none,0.65,37.769,16.413,54.182,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,7,porter,92.86,36.7,96.756,1.418,Laboratory-zone,0.417,none,False,0.1121,False,none,0.65,62.155,24.359,86.514,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,8,porter,98.43,36.899,96.746,1.388,Emergency-zone,0.626,none,False,0.1416,False,none,0.65,56.176,19.589,75.765,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,9,technician,84.986,36.843,97.662,1.684,Ward-A-zone,0.373,none,False,0.1223,False,none,0.65,44.035,16.029,60.063,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,10,nurse,91.211,37.044,96.825,1.433,Pharmacy-zone,0.385,none,False,0.1073,False,none,0.65,57.788,18.389,76.177,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,11,cleaning_staff,94.403,37.554,91.186,0.513,Emergency-zone,0.564,none,False,0.2944,False,none,0.65,43.933,17.198,61.131,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,True,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,12,technician,94.416,37.05,96.492,1.39,Radiology-zone,0.572,none,False,0.1471,False,none,0.65,60.278,22.182,82.461,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,13,physician,87.433,36.646,96.751,0.643,ICU-zone,0.329,none,False,0.1017,False,none,0.65,33.276,15.54,48.816,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,14,technician,103.077,36.969,95.7,1.836,Radiology-zone,0.751,none,False,0.2208,False,none,0.65,56.371,20.74,77.111,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,15,physician,81.034,37.468,93.375,0.591,ICU-zone,0.144,high_fatigue,True,0.1788,False,none,0.65,50.844,19.283,70.127,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,16,physician,88.219,36.968,94.904,0.897,Radiology-zone,0.465,none,False,0.1662,False,none,0.65,51.565,20.019,71.584,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,17,porter,95.286,36.806,94.738,0.911,Surgery-zone,0.547,none,False,0.1333,False,none,0.65,53.207,22.136,75.342,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,18,physician,100.579,38.235,95.002,1.139,Radiology-zone,0.359,none,False,0.2706,False,none,0.65,48.644,23.07,71.714,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,True,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,19,nurse,94.805,37.26,95.136,1.132,Surgery-zone,0.537,none,False,0.1758,False,none,0.65,35.758,19.143,54.901,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,1,1.0,20,technician,97.679,36.88,94.452,0.791,Surgery-zone,0.467,none,False,0.1434,False,none,0.65,49.486,21.155,70.642,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,1,nurse,72.054,36.891,97.288,0.749,Pharmacy-zone,0.068,none,False,0.0859,False,none,0.65,59.649,16.189,75.837,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,2,porter,95.649,36.814,97.104,2.057,Pharmacy-zone,0.672,none,False,0.2174,False,none,0.65,59.153,20.319,79.472,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,3,technician,89.882,37.038,95.279,1.282,Ward-A-zone,0.67,none,False,0.1155,False,none,0.65,54.841,20.439,75.28,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,4,porter,105.938,36.972,95.635,1.727,Surgery-zone,0.599,none,False,0.2352,False,none,0.65,37.466,17.836,55.302,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,5,technician,101.111,37.555,95.746,1.583,Emergency-zone,0.727,none,False,0.2416,False,none,0.65,58.649,19.706,78.355,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,6,porter,92.792,36.715,95.486,1.74,Emergency-zone,0.542,none,False,0.181,False,none,0.65,53.902,18.294,72.197,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,2,2.0,7,porter,102.957,36.85,96.448,2.159,Radiology-zone,0.786,none,False,0.2371,False,none,0.65,56.325,18.51,74.836,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
