experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260507_150945_91d5a4,1,0,0.0,1,nurse,91.384,37.259,96.303,1.423,Ward-B-zone,0.537,none,False,0.1341,False,none,0.5,51.71,45.939,97.649,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,1,1.0,4,physician,125.231,38.526,95.787,1.724,Emergency-zone,0.777,heat_stress,True,0.3911,False,none,0.465,51.924,40.146,92.07,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,True,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: lowered alert threshold for interpretable high-risk signal
EXP_20260507_150945_91d5a4,1,1,1.0,5,physician,91.649,36.763,95.248,1.324,Laboratory-zone,0.561,none,False,0.0523,False,none,0.5,58.695,40.849,99.544,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,1,1.0,6,technician,99.352,37.418,97.051,1.494,Surgery-zone,0.506,none,False,0.114,False,none,0.5,58.13,39.595,97.726,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,1,1.0,7,cleaning_staff,86.86,36.737,95.486,1.013,Emergency-zone,0.325,none,False,0.084,False,none,0.5,52.367,41.697,94.064,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,1,1.0,8,porter,88.743,36.962,96.069,1.778,Ward-A-zone,0.343,none,False,0.0762,False,none,0.5,55.589,43.508,99.096,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,1,nurse,74.985,37.346,95.038,0.003,Radiology-zone,0.624,none,False,0.0641,False,none,0.5,52.295,45.326,97.621,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,True,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,2,technician,97.263,37.469,94.538,0.455,Surgery-zone,0.224,high_fatigue,True,0.1673,False,none,0.5,61.679,44.341,106.02,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,3,technician,94.417,37.405,95.357,1.047,Radiology-zone,0.423,none,False,0.0897,False,none,0.5,57.055,41.546,98.601,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,4,physician,103.642,37.236,96.915,1.221,Emergency-zone,0.459,none,False,0.1015,False,none,0.5,58.365,46.428,104.794,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,5,physician,97.033,36.867,94.928,2.226,Surgery-zone,0.736,none,False,0.2026,False,none,0.5,45.946,43.352,89.297,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,6,technician,101.24,37.394,97.199,2.097,Surgery-zone,0.535,none,False,0.1899,False,none,0.5,48.472,41.181,89.653,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,7,cleaning_staff,92.066,36.748,95.592,1.601,Emergency-zone,0.537,none,False,0.0772,False,none,0.5,60.612,46.573,107.185,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,2,2.0,8,porter,93.366,36.976,96.141,1.303,Ward-A-zone,0.503,none,False,0.0687,False,none,0.5,56.813,38.25,95.063,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
EXP_20260507_150945_91d5a4,1,3,3.0,1,nurse,96.719,37.376,96.003,1.592,Radiology-zone,0.575,none,False,0.0993,False,none,0.5,60.054,41.561,101.615,False,0.23832,0.8,0.8,0.22165,0.09,0.0,0.81,True,0.02625,False,0.01375,False,0.234,38.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced; Transport Layer Security: reduced tampering probability; latency +6 ms; Identity management framework: reduced unauthorized access probability; processing +2 ms; Private intranet: shifted processing locally; external data and packet loss reduced; Secure local network connection: lowered packet loss and latency variability; Decentralized segmentation: segmented communication zones; propagation risk reduced; Virtual objects: sensor and actuator abstractions enabled; Partial dependence plot: feature sensitivity explanation available; Offline pre-processor: preprocessed signals; quality +0.10; latency +6 ms; Online white-box optimizer: kept threshold stable
